CUSTOMER_TYPE,ACC_NAME,ACC_ID,CORE_FLAG,INTERACTIN_TYPE,MEEING_TYPE,SCORE,KOL_RATING,CALL_STATUS,ACTIVTY,REGION,THERAPY,MSL_DESIGNATION,MSL_NAME,MSL_ID,CALL_ID,CREATE_DATE,ADDRESS,CITY,COUNTRY
HCP,Rudy Dmitrichenko,aa10jh9525B720608CvDZSMN,Core OL,Online,Ad Board,National,0.413083636,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwEEIYJ,07-07-2024,173 Village Pass,Escondido,United States
HCP,Mira Stanbrooke,aa10jh9514K651918CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwQFIYS,01-07-2024,034 Erie Terrace,Eugene,United States
HCP,Morten Ferrar,aa10jh9378D784163CvDZSMN,Core OL,Call,Ad Board,International,0.573732705,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwQGIYS,22-06-2024,376 Center Court,Eugene,United States
HCP,Jozef Kuschke,aa10jh9498Z715836CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Planned,Scientific Priority 3,US,Therapy 2,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwOXIYS,14-03-2024,44 Huxley Avenue,Eugene,United States
HCP,Bryanty McKinley,aa10jh9365D787141CvDZSMN,Core OL,Mail,MSL Led Scientific Meeting,National,0.415076138,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwQsIYJ,24-01-2024,0 Del Mar Park,Fairbanks,United States
HCP,Lorene Loudiane,aa10jh9143S696252CvDZSMN,Core OL,Online,MSL Commercial,National,0.695528852,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSvg1IYE,09-01-2024,539 Steensland Pass,Fairbanks,United States
HCP,Cyrill Klemenz,aa10jh9341B763618CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,International,0.657450185,Planned,Scientific Priority 2,US,Therapy 1,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwQhIYJ,20-06-2024,1 Hoffman Junction,Fairfax,United States
HCP,Gian Bidmead,aa10jh9538K787350CvDZSMN,Core OL,Online,Ad Board,Sub-national,0.512411434,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwS1IYJ,27-05-2024,351 Village Green Terrace,Fairfax,United States
HCP,Margette Chitty,aa10jh9786K798831CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,International,0.794764673,Planned,Scientific Priority 1,US,Therapy 1,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwSiIYJ,30-05-2024,90918 Waywood Pass,Fargo,United States
HCP,Carlo Peaurt,aa10jh9198H733921CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,Potential,0.466064306,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwTJIYS,25-01-2024,8 Merry Alley,Farmington,United States
HCP,Kissiah Poizer,aa10jh9398B709678CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,Sub-national,0.481829509,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwTTIYS,24-06-2024,0 Vahlen Way,Fayetteville,United States
HCP,Skyler Guiraud,aa10jh9548Y791275CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Planned,Scientific Priority 1,US,Therapy 1,MSL,Gloria,1293Q881236Un3kDIC,t77TS98995YSwTYIYS,26-02-2024,2011 Dovetail Park,Flint,United States
HCP,Tailor Ollander,aa10jh9928S688905CvDZSMN,Non Core OL,Mail,Ad Board,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwUSIYS,21-03-2024,37622 Hollow Ridge Alley,Fort Lauderdale,United States
HCP,Craig Wolfarth,aa10jh9812Y750780CvDZSMN,Core OL,Online,MSL Led Scientific Meeting,Potential,0.666233028,Planned,Scientific Priority 1,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwUlIYJ,07-06-2024,1104 Fallview Park,Fort Lauderdale,United States
HCP,Aindrea Dunne,aa10jh9517K714039CvDZSMN,Non Core OL,Online,Congress,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwSEIYS,12-02-2024,522 Hovde Circle,Fort Lauderdale,United States
HCP,Kelby Lunnon,aa10jh9324C724775CvDZSMN,Non Core OL,Mail,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwUvIYJ,10-02-2024,90574 Gina Center,Fort Myers,United States
HCP,Kennan Entres,aa10jh9370C744130CvDZSMN,Non Core OL,Online,Congress,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwUSIYS,05-03-2024,0565 Buell Alley,Fort Myers,United States
HCP,Randall Orhrt,aa10jh9405N653208CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Planned,Scientific Priority 4,US,Therapy 2,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwTxIYJ,07-02-2024,9 Crownhardt Street,Fort Pierce,United States
HCP,Dyan Maystone,aa10jh9214U652001CvDZSMN,Core OL,Call,Congress,Potential,0.403121498,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwVSIYS,09-02-2024,76177 Mariners Cove Drive,Fort Smith,United States
HCP,Dedie McIlwraith,aa10jh9947Q799291CvDZSMN,Non Core OL,In person,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 2,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwQYIYS,31-01-2024,9930 Welch Crossing,Fort Wayne,United States
HCP,Gael Meak,aa10jh9684K654156CvDZSMN,Core OL,In person,Ad Board,Sub-national,0.517910852,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwWDIYS,18-04-2024,85 Dunning Way,Fort Wayne,United States
HCP,Corilla Rymell,aa10jh9432B726585CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwV5IYJ,17-03-2024,26974 Mallory Way,Fort Wayne,United States
HCP,Norma Heffernon,aa10jh9627U735171CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwX1IYJ,23-05-2024,598 Texas Park,Fort Wayne,United States
HCP,Corena Stuckow,aa10jh9705D740354CvDZSMN,Core OL,Online,Ad Board,National,0.742624338,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSw0WIYS,23-01-2024,031 Autumn Leaf Junction,Fort Wayne,United States
HCP,Ode Horley,aa10jh9313G729605CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwXfIYJ,03-06-2024,99594 Schiller Road,Fort Wayne,United States
HCP,Anatole Frangleton,aa10jh9186J764318CvDZSMN,Core OL,Online,Ad Board,Sub-national,0.513775083,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwXkIYJ,21-04-2024,1481 Anhalt Avenue,Fort Worth,United States
HCP,Carlynn Tille,aa10jh9991K690757CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,Potential,0.694392709,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwXiIYJ,08-04-2024,33 Mayer Way,Fort Worth,United States
HCP,Jill Bavester,aa10jh9392Z733425CvDZSMN,Non Core OL,In person,Ad Board,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwYTIYS,17-03-2024,56330 Clyde Gallagher Park,Fort Worth,United States
HCP,Rip Riddiough,aa10jh9793I763392CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwYjIYJ,03-01-2024,5405 1st Plaza,Fort Worth,United States
HCP,Fenelia Scoble,aa10jh9665M673539CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwYoIYJ,23-03-2024,47865 Grim Parkway,Fort Worth,United States
HCP,Parrnell Skase,aa10jh9279G669902CvDZSMN,Non Core OL,Mail,Ad Board,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwYKIYS,12-01-2024,1 Butterfield Pass,Fort Worth,United States
HCP,Padgett Robard,aa10jh9286P732340CvDZSMN,Core OL,Call,Ad Board,Potential,0.636471822,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSvwlIYE,17-05-2024,3 Forest Run Terrace,Fort Worth,United States
HCP,Kissee Swigg,aa10jh9967Z713136CvDZSMN,Non Core OL,Mail,Ad Board,,,Planned,Scientific Priority 1,US,Therapy 3,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwdlIYE,12-05-2024,66362 Arizona Lane,Fresno,United States
HCP,Adelice Holdin,aa10jh9414I757389CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwYJIYS,29-03-2024,8 Buena Vista Plaza,Fresno,United States
HCP,Katalin Kerbey,aa10jh9935H714362CvDZSMN,Non Core OL,In person,Ad Board,,,Planned,Scientific Priority 2,US,Therapy 2,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwf0IYE,04-03-2024,20 Nobel Alley,Fresno,United States
HCP,Phillie Lonsbrough,aa10jh9142Y733191CvDZSMN,Core OL,Call,Ad Board,Potential,0.510169988,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwfKIYS,01-02-2024,1 Hoard Pass,Fresno,United States
HCP,Efren Fetherstan,aa10jh9878X713835CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,Sub-national,0.416730183,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwfEIYS,01-04-2024,0 Loftsgordon Trail,Fresno,United States
HCP,Franky Gosby,aa10jh9559Z661812CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Steve,889QC45452LjIZLIA3,t77TS98995YSwfUIYS,30-01-2024,520 Norway Maple Circle,Fresno,United States
HCP,Willis Kovalski,aa10jh9551L748947CvDZSMN,Core OL,Mail,MSL Commercial,National,0.4879164,Planned,Scientific Priority 1,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwfSIYS,24-01-2024,62 Laurel Point,Fresno,United States
HCP,Honey Fanning,aa10jh9380O754393CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwfeIYE,01-04-2024,25 Stang Trail,Fullerton,United States
HCP,Breena Lorente,aa10jh9992R665329CvDZSMN,Non Core OL,In person,Ad Board,,,Planned,Scientific Priority 1,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwg1IYE,23-03-2024,40644 Spohn Hill,Gainesville,United States
HCP,Quentin Godfroy,aa10jh9618W663377CvDZSMN,Non Core OL,Online,MSL Commercial,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwgLIYS,28-04-2024,26 Shopko Place,Galveston,United States
HCP,Charlean Crosier,aa10jh9681H776663CvDZSMN,Core OL,Mail,Congress,Sub-national,0.59583705,Planned,Scientific Priority 3,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwQmIYJ,09-01-2024,5149 Elka Way,Garden Grove,United States
HCP,Veronika Menendez,aa10jh9634I741126CvDZSMN,Core OL,Mail,Congress,International,0.510466065,Planned,Scientific Priority 3,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwQmIYJ,09-03-2024,34698 Buhler Street,Garland,United States
HCP,Chet Jessup,aa10jh9113M749553CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSweSIYS,30-04-2024,94 Sugar Way,Gary,United States
HCP,Debra Wermerling,aa10jh9247E781181CvDZSMN,Core OL,Online,Congress,International,0.588623517,Planned,Scientific Priority 3,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwi2IYE,25-06-2024,7432 Crescent Oaks Alley,Gary,United States
HCP,Marcellina Sanday,aa10jh9006O714400CvDZSMN,Core OL,Call,MSL Commercial,International,0.7409771,Planned,Scientific Priority 3,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwiMIYS,04-06-2024,9230 Chinook Road,Gatesville,United States
HCP,Stormi Rennox,aa10jh9523U678912CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwhOIYS,14-06-2024,8 Carioca Drive,Gilbert,United States
HCP,Curry Lednor,aa10jh9612K731037CvDZSMN,Non Core OL,Mail,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwhOIYS,29-02-2024,938 Buhler Center,Glendale,United States
HCP,Herve Woodford,aa10jh9874B732221CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwiXIYS,26-01-2024,23120 Eliot Court,Glendale,United States
HCP,Garey Brownill,aa10jh9287X747169CvDZSMN,Core OL,In person,MSL Commercial,International,0.789848345,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwjSIYS,28-04-2024,29 Debra Alley,Glendale,United States
HCP,Chick Hedlestone,aa10jh9922P688853CvDZSMN,Core OL,Online,Congress,Sub-national,0.610816845,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwkYIYE,30-01-2024,5 Sugar Terrace,Grand Forks,United States
HCP,Wanda Droghan,aa10jh9965H776936CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSweSIYS,11-05-2024,42 Northwestern Trail,Grand Junction,United States
HCP,Barret Fraanchyonok,aa10jh9958J773237CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwkSIYE,26-05-2024,16 Merry Hill,Grand Rapids,United States
HCP,Shelley Boyse,aa10jh9673S793801CvDZSMN,Core OL,Online,Ad Board,Potential,0.711959546,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwJ8IYJ,01-05-2024,16732 Lakeland Place,Grand Rapids,United States
HCP,Amalle Whopples,aa10jh9655Y663415CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSvNfIYJ,16-03-2024,36 Spaight Way,Grand Rapids,United States
HCP,Casar Semmence,aa10jh9058F719295CvDZSMN,Core OL,Call,MSL Led Scientific Meeting,National,0.604844898,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwhTIYS,12-02-2024,9 Stephen Point,Greensboro,United States
HCP,Monte Sciacovelli,aa10jh9059O762225CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwlOIYS,19-01-2024,9963 Petterle Circle,Greensboro,United States
HCP,Laurie Niemiec,aa10jh9101H737159CvDZSMN,Core OL,Mail,MSL Commercial,International,0.727506415,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwlTIYS,16-01-2024,6 Waubesa Avenue,Greensboro,United States
HCP,Bogey Gantzer,aa10jh9881M654642CvDZSMN,Non Core OL,In person,Congress,,,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwlYIYS,18-01-2024,40022 School Lane,Greensboro,United States
HCP,Gram Berick,aa10jh9101H760183CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSwlnIYE,09-01-2024,3 Moland Court,Greensboro,United States
HCP,Wildon Imms,aa10jh9112F745305CvDZSMN,Non Core OL,Online,Congress,,,Planned,Scientific Priority 3,US,Therapy 3,MSL,Collin,1293Q881236XqXCDI0,t77TS98995YSvsTIYS,03-03-2024,966 Ohio Way,Greenville,United States
HCP,Ysabel Bickerstaffe,aa10jh9346J652064CvDZSMN,Non Core OL,Online,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwkkIYE,02-03-2024,56477 Dawn Plaza,Greenville,United States
HCP,Burt Saville,aa10jh9579A789118CvDZSMN,Core OL,Online,MSL Led Scientific Meeting,National,0.429105459,Interacted,Scientific Priority 2,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSv1TIYS,15-04-2024,5 Brickson Park Plaza,Greenville,United States
HCP,Carlee Dovermann,aa10jh9134S717769CvDZSMN,Core OL,Online,Congress,International,0.492686939,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSvv9IYE,31-03-2024,02 Hoffman Hill,Hamilton,United States
HCP,Pooh Biskupski,aa10jh9179O687290CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwneIYE,19-04-2024,97 Buhler Point,Harrisburg,United States
HCP,Bert MacGeaney,aa10jh9036L666297CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSvgSIYE,20-06-2024,2974 Ridgeway Lane,Harrisburg,United States
HCP,Hanan Ketts,aa10jh9620W734630CvDZSMN,Core OL,Call,MSL Led Scientific Meeting,Potential,0.527875093,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwimIYE,06-05-2024,3657 Mallard Drive,Hartford,United States
HCP,Lazaro Demangel,aa10jh9548O767550CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSw7oIYE,15-04-2024,8 Pearson Drive,Hartford,United States
HCP,Ede McCurry,aa10jh9999G669045CvDZSMN,Non Core OL,Call,Congress,,,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSvrGIYS,04-04-2024,02856 Florence Lane,Hartford,United States
HCP,Conway Asipenko,aa10jh9050P711863CvDZSMN,Core OL,Call,Congress,Sub-national,0.590663995,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwSSIYS,08-05-2024,04217 Doe Crossing Street,Hartford,United States
HCP,Michel Cankett,aa10jh9785N711271CvDZSMN,Core OL,In person,Congress,Potential,0.554775112,Interacted,Scientific Priority 1,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwnoIYE,28-01-2024,74440 Kedzie Way,Hartford,United States
HCP,Magdaia Starkie,aa10jh9114X713961CvDZSMN,Core OL,Online,MSL Commercial,National,0.642177232,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwntIYE,02-07-2024,72 Ridge Oak Place,Hartford,United States
HCP,Jacki Carroll,aa10jh9528A704707CvDZSMN,Core OL,Online,Ad Board,Sub-national,0.512096622,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwo8IYE,24-03-2024,6 Oakridge Point,Hartford,United States
HCP,Phelia Le Galle,aa10jh9663V652627CvDZSMN,Core OL,Call,MSL Led Scientific Meeting,Potential,0.589757913,Interacted,Scientific Priority 3,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwkEIYS,07-03-2024,95 Ridgeway Road,Hartford,United States
HCP,Eleanor Burlingame,aa10jh9867A662667CvDZSMN,Core OL,Mail,Congress,International,0.554238197,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwq0IYE,06-01-2024,0 Chive Center,Helena,United States
HCP,Erick Sarson,aa10jh9568A758779CvDZSMN,Non Core OL,In person,MSL Led Scientific Meeting,,,Planned,Scientific Priority 4,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwqEIYS,25-05-2024,88 Vernon Point,Helena,United States
HCP,Emilio Bispham,aa10jh9097S762266CvDZSMN,Core OL,Online,MSL Commercial,National,0.460495792,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwqSIYS,06-06-2024,44 Green Place,Hialeah,United States
HCP,Joelie Pache,aa10jh9160G685628CvDZSMN,Non Core OL,Mail,MSL Commercial,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwqjIYE,12-03-2024,9163 Granby Crossing,Hicksville,United States
HCP,Becky Lorente,aa10jh9665P759024CvDZSMN,Core OL,Mail,Ad Board,Potential,0.480399717,Interacted,Scientific Priority 3,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwmSIYS,17-06-2024,08 Dahle Crossing,Hollywood,United States
HCP,Linzy Marfell,aa10jh9083Y775411CvDZSMN,Core OL,Mail,Ad Board,Sub-national,0.585688568,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwrSIYS,27-06-2024,8 Anhalt Trail,Homestead,United States
HCP,Marsha Bevans,aa10jh9058K656166CvDZSMN,Non Core OL,Mail,Congress,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwqeIYE,29-01-2024,44 Nelson Trail,Honolulu,United States
HCP,Emmit Duggon,aa10jh9894R672020CvDZSMN,Core OL,Call,Ad Board,International,0.645176,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwqeIYE,23-01-2024,83723 Sheridan Terrace,Honolulu,United States
HCP,Anastasie Rasp,aa10jh9064Y793344CvDZSMN,Core OL,In person,Congress,Potential,0.768121841,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwEEIYS,01-07-2024,1 Straubel Alley,Honolulu,United States
HCP,Dulciana Cinavas,aa10jh9038F761510CvDZSMN,Core OL,Call,Congress,Potential,0.475754992,Interacted,Scientific Priority 2,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwrSIYE,12-05-2024,7666 Cordelia Lane,Honolulu,United States
HCP,Thornie Bonnell,aa10jh9133O700304CvDZSMN,Non Core OL,In person,Ad Board,,,Planned,Scientific Priority 3,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwhdIYE,19-02-2024,45 Logan Point,Honolulu,United States
HCP,Minnie Whithalgh,aa10jh9566H763383CvDZSMN,Core OL,Online,Ad Board,Potential,0.610383254,Interacted,Scientific Priority 2,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwslIYE,01-06-2024,1 Debra Junction,Honolulu,United States
HCP,Zonnya Widocks,aa10jh9180F701318CvDZSMN,Non Core OL,Call,MSL Commercial,,,Interacted,Scientific Priority 1,US,Therapy 1,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwmWIYS,10-04-2024,487 Prairie Rose Parkway,Hot Springs National Park,United States
HCP,Briant Parrington,aa10jh9714P698555CvDZSMN,Core OL,Online,MSL Led Scientific Meeting,International,0.543765463,Planned,Scientific Priority 2,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwiSIYE,14-01-2024,4306 Park Meadow Terrace,Houston,United States
HCP,Murry Eley,aa10jh9692G678989CvDZSMN,Core OL,In person,Ad Board,Potential,0.450694841,Interacted,Scientific Priority 3,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSweMIYS,25-01-2024,08 Pearson Alley,Houston,United States
HCP,Roxanna Hinckley,aa10jh9372S694070CvDZSMN,Core OL,Online,MSL Commercial,Sub-national,0.774795672,Interacted,Scientific Priority 1,US,Therapy 2,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSweWIYS,31-05-2024,76723 Rowland Trail,Houston,United States
HCP,Gilli Runnalls,aa10jh9416W793601CvDZSMN,Core OL,In person,MSL Led Scientific Meeting,National,0.579609305,Planned,Scientific Priority 3,US,Therapy 3,MSL,Harry,1293Q881236XqWuDIK,t77TS98995YSwxSIYS,12-05-2024,156 Express Center,Houston,United States
HCP,Vinita Halford,aa10jh9020F664065CvDZSMN,Non Core OL,Mail,Congress,,,Planned,Scientific Priority 4,US,Therapy 3,MSL,Elvin,1293Q881236LqRODI0,t77TS98995YSwxSIYS,06-01-2024,7571 Stoughton Junction,Houston,United States
HCP,Normy Baldassi,aa10jh9917P747267CvDZSMN,Core OL,Online,Congress,Sub-national,0.635998206,Interacted,Scientific Priority 3,US,Therapy 1,MSL,,#N/A,t77TS98995YSvrEIYS,31-05-2024,798 Lerdahl Terrace,Houston,United States
HCP,Lavinie Baddow,aa10jh9351P758725CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Planned,Scientific Priority 1,US,Therapy 3,MSL,Elvin,1293Q881236LqRODI0,t77TS98995YSwyNIYS,01-02-2024,99 Anniversary Lane,Houston,United States
HCP,Quintana Penniell,aa10jh9652J688937CvDZSMN,Non Core OL,Call,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 1,MSL,Elvin,1293Q881236LqRODI0,t77TS98995YSvSXIYS,30-05-2024,2 Spenser Street,Houston,United States
HCP,Gardiner Yancey,aa10jh9276J689647CvDZSMN,Non Core OL,Online,MSL Led Scientific Meeting,,,Interacted,Scientific Priority 4,US,Therapy 3,MSL,Elvin,1293Q881236LqRODI0,t77TS98995YSwSnIYE,03-01-2024,85068 Northport Road,Houston,United States
